D08AH01,,Dequalinium,,
G01AC05,,Dequalinium,,20 mg V; 10 mg V 
R02AA02,,Dequalinium,,"1,5 mg O"
D08AH51,,"Dequalinium, Kombinationen",,
R02AA52,,"Dequalinium, Kombinationen",,
P02DX01,,Desaspidin,,
C02AA05,,Deserpidin,,
C02LA03,,Deserpidin und Diuretika,,
G04BD13,,Desfesoterodin,,"3,5 mg O bezogen auf Desfesoterodinsuccinat"
N01AB07,,Desfluran,,
N06AA01,,Desipramin,,"0,1 g O"
B01AE01,,Desirudin,,30 mg P
C01AA07,,Deslanosid,,1 mg P zur Akutbehandlung
R06AX27,,Desloratadin,,5 mg O
H01BA02,,Desmopressin,,"25 mcg N; 0,4 mg O; 4 mcg P; 0,24 mg SL Base"
G03AC09,,Desogestrel,,"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03FB10,,Desogestrel und Estrogen,,
G03AA09,,Desogestrel und Ethinylestradiol,,"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03AB05,,Desogestrel und Ethinylestradiol,,"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
D07AB08,,Desonid,,
S01BA11,,Desonid,,
D07BB02,,Desonid und Antiseptika,,
D07AC03,,Desoximetason,,
D07XC02,,Desoximetason,,
D11AX24,,7-Desoxycholsäure,,"1,79 mg P "
H02AA03,,Desoxycorton,,"5 mg O,P"
H02BX21,,"Desoxycorton, Kombinationen",,
B06AA10,,Desoxyribonuclease,,
D03BA54,,"Desoxyribonuclease, Kombinationen",,
N06AX23,,Desvenlafaxin,,50 mg O
C01BA33,,Detajmium,,
N07XX16,,Deutetrabenazin,,
A01AC02,,Dexamethason,,
C05AA09,,Dexamethason,,
D07AB19,,Dexamethason,,
D07XB05,,Dexamethason,,
D10AA03,,Dexamethason,,
H02AB02,,Dexamethason,,"1,5 mg O,P"
R01AD03,,Dexamethason,,
R03BA19,,Dexamethason,,
S01BA01,,Dexamethason,,"0,2 mg AT,AS; 1 DE IVT pro Behandlungszeitraum "
S01CB01,,Dexamethason,,
S02BA06,,Dexamethason,,
S03BA01,,Dexamethason,,
H02BX02,,"Dexamethason, Kombinationen",,
R01AD53,,"Dexamethason, Kombinationen",,
S02BA56,,"Dexamethason, Kombinationen",,
S01CA55,,"Dexamethason, Neomycin und Polymyxin B",,
D07CB04,,Dexamethason und Antibiotika,,
S01CA01,,Dexamethason und Antiinfektiva,,
S02CA06,,Dexamethason und Antiinfektiva,,
S03CA01,,Dexamethason und Antiinfektiva,,
D07BB05,,Dexamethason und Antiseptika,,
S02CA26,,Dexamethason und Ciprofloxacin,,
S01CA21,,Dexamethason und Gentamicin,,
S01CA58,,Dexamethason und Levofloxacin,,"0,12 ml AT "
S01BB05,,Dexamethason und Mydriatika,,
S01CA57,,Dexamethason und Neomycin,,
S01CA54,,Dexamethason und Oxytetracyclin,,
S01CA56,,Dexamethason und Tobramycin,,
N06BA02,,Dexamfetamin,,15 mg O Kinder DDD
R06AB06,,Dexbrompheniramin,,
R06AB56,,"Dexbrompheniramin, Kombinationen",,
R06AB02,,Dexchlorpheniramin,,"6 mg O,P"
R06AB52,,"Dexchlorpheniramin, Kombinationen",,
N04AA08,,Dexetimid,,"0,5 mg O; 0,125 mg P"
A08AA04,,Dexfenfluramin,,30 mg O
M01AE14,,Dexibuprofen,,"0,8 g O"
M01AE17,,Dexketoprofen,,"75 mg O,P"
M02AA27,,Dexketoprofen,,
A02BC06,,Dexlansoprazol,,30 mg O
N05CM18,,Dexmedetomidin,,1 mg P
N06BA11,,Dexmethylphenidat,,15 mg O
A03FA13,,Dexpanthenol,,
A11HA30,,Dexpanthenol,,
D03AX03,,Dexpanthenol,,"0,125 g T "
G02CD07,,Dexpanthenol,,
R01AX26,,Dexpanthenol,,35 mg N flüssige Zubereitungen 
S01XA12,,Dexpanthenol,,
A01AD65,,"Dexpanthenol, Kombinationen",,
D03AX53,,"Dexpanthenol, Kombinationen",,
A02BC07,,Dexrabeprazol,,
V03AF02,,Dexrazoxan,,"1,5 g P"
B05AA05,,Dextran,,Standarddosis: 1 DE P 
B05AA55,,"Dextran, Kombinationen",,Standarddosis: 1 DE P 
D03AX02,,Dextranomer,,
R05DA09,,Dextromethorphan,,90 mg O
N07XX59,,"Dextromethorphan, Kombinationen",,40 mg O bezogen auf Dextromethorphan
R05DA59,,"Dextromethorphan, Kombinationen",,
N02AC01,,Dextromoramid,,"20 mg O,P; 40 mg R"
N02AC04,,Dextropropoxyphen,,"0,2 g O Chlorid; 0,3 g O Napsylat"
N02AC54,,"Dextropropoxyphen, Kombinationen exkl. Psycholeptika",,
N02AC74,,"Dextropropoxyphen, Kombinationen mit Psycholeptika",,
C10AX01,,Dextrothyroxin,,4 mg O
N02AX03,,Dezocin,,
M01AX21,,Diacerein,,
N07BC06,,Diamorphin,,
V70AA02,,Diamorphin,,
A09AA01,,Diastase,,
V06CA50,,"Diätetika ohne Phenylalanin, Kombinationen",,
N05BA01,,Diazepam,,"10 mg O,P,R"
C02DA01,,Diazoxid,,"0,3 g P"
V03AH01,,Diazoxid,,
J01GB09,,Dibekacin,,"0,14 g P"
N06AA08,,Dibenzepin,,"0,3 g O"
A02BX18,,Dibismut-tris(tetraoxodialuminat),,
M05BC01,,Dibotermin alfa,,
D08AC01,,Dibrompropamidin,,
S01AX14,,Dibrompropamidin,,
H03BX02,,Dibromtyrosin,,
R05DB16,,Dibunat,,
P03BX03,,Dibutylphthalat,,
P03BX04,,Dibutylsuccinat,,
N05CC04,,Dichloralphenazon,,"1,3 g O"
R02AA03,,Dichlorbenzylalkohol,,
A07AX05,,Dichlorchinolinol,,
A07AX55,,"Dichlorchinolinol, Kombinationen",,
D01AE27,,Dichlorophen,,
P02DX02,,Dichlorophen,,
D01AE77,,"Dichlorophen, Kombinationen",,
V04BA10,,Dichte-Testzone,,Standarddosis: 1 DE 
A06AA01,,Dickflüssiges Paraffin,,15 g O
A06AA51,,"Dickflüssiges Paraffin, Kombinationen",,
D11AX18,,Diclofenac,,
M01AB05,,Diclofenac,,"0,1 g O,P,R"
M02AA15,,Diclofenac,,"0,1 g T; 0,28 g TD "
S01BC03,,Diclofenac,,
M01AB55,,"Diclofenac, Kombinationen",,"0,1 g O bezogen auf Diclofenac"
S01CC01,,Diclofenac und Antiinfektiva,,
M01AB68,,Diclofenac und Omeprazol,,75 mg O bezogen auf Diclofenac 
S01EC02,,Diclofenamid,,"0,1 g O"
J01CF01,,Dicloxacillin,,"2 g O,P"
B01AA01,,Dicoumarol,,"0,1 g O"
A03AA07,,Dicycloverin,,"80 mg O,P"
G04BD19,,Dicycloverin,,
G04BD69,,"Dicycloverin, Kombinationen",,
J05AF02,,Didanosin,,"0,4 g O"
D08AJ06,,Didecyldimethylammoniumchlorid,,
G03CB01,,Dienestrol,,"2,5 mg O; 0,2 mg V"
G03CC02,,Dienestrol,,
G03DB08,,Dienogest,,2 mg O
G03AB08,,Dienogest und Estradiol,,Zykluspackung mit 28 Tabletten 1 DE O 
G03FA15,,Dienogest und Estrogen,,"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03AA16,,Dienogest und Ethinylestradiol,,"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
M02AC55,,"Diethylaminsalicylat, Kombinationen",,
M02BB59,,"Diethylaminsalicylat, Kombinationen",,
P02CB02,,Diethylcarbamazin,,"0,4 g O"
N01AA01,,Diethylether,,
A03AB16,,(2-Benzhydryloxyethyl)diethylmethylammoniumiodid,,"0,3 g O"
G03CB02,,Diethylstilbestrol,,"0,2 mg O; 1 mg V"
G03CC05,,Diethylstilbestrol,,
L02AA01,,Diethylstilbestrol,,3 mg O
P03BX01,,Diethyltoluamid,,
A03AA09,,Difemerin,,
A07DA04,,Difenoxin,,
A07DA54,,"Difenoxin, Kombinationen",,
M01AB12,,Difenpiramid,,
P01AR02,,Difetarson,,
D07AC10,,Diflorason,,
D07AC06,,Diflucortolon,,
D07XC04,,Diflucortolon,,
D07BC04,,Diflucortolon und Antiseptika,,
N02BA11,,Diflunisal,,"0,75 g O"
D07AC19,,Difluprednat,,
V03AB24,,Digitalis-Antitoxin,,
C01AA03,,Digitalisblätter,,"0,1 g O"
S01XA36,,Digitalisglykoside,,
S01XA86,,Digitalisglykoside und Aesculin,,
C01AA04,,Digitoxin,,"0,1 mg O,P"
C05BZ05,,Digitoxin,,
C01AA54,,"Digitoxin, Kombinationen",,
C01AA05,,Digoxin,,"0,25 mg O,P"
C01AA55,,"Digoxin, Kombinationen",,
A03AA08,,Dihexyverin,,
C02DB01,,Dihydralazin,,75 mg O; 25 mg P
C02LG01,,Dihydralazin und Diuretika,,
C02LG51,,"Dihydralazin und Diuretika, Kombinationen mit anderen Mitteln",,
C01BA13,,Dihydrochinidin,,
N02AA08,,Dihydrocodein,,"0,15 g O"
R05DA14,,Dihydrocodein,,40 mg O 
N02AA58,,"Dihydrocodein, Kombinationen",,
R05DA64,,"Dihydrocodein, Kombinationen",,
N02AJ02,,Dihydrocodein und Acetylsalicylsäure,,
N02AJ03,,Dihydrocodein und andere nichtopioide Analgetika,,
N02AJ01,,Dihydrocodein und Paracetamol,,
C04AE04,,Dihydroergocristin,,
N06DX19,,Dihydroergocristin,,"3 mg O,P "
C04AE54,,"Dihydroergocristin, Kombinationen",,
N04BC03,,Dihydroergocryptinmesilat,,
N02CA01,,Dihydroergotamin,,"1 mg N; 4 mg O,P"
N02CA51,,"Dihydroergotamin, Kombinationen",,
N02CA71,,"Dihydroergotamin, Kombinationen mit Psycholeptika",,
C06AA02,,Dihydroergotaminmesilat,,4 mg O 
C06AA50,,Dihydroergotaminmesilat und Etilefrin,,
N06DX07,,Dihydroergotoxin,,"3 mg O,P "
N06DX57,,"Dihydroergotoxin, Kombinationen",,
S01AA15,,Dihydrostreptomycin,,
A11CC02,,Dihydrotachysterol,,1 mg O
A02AB04,,Dihydroxyaluminiumnatriumcarbonat (Carbaldrat)**,,4 g O
A02AF03,,Dihydroxyaluminiumnatriumcarbonat und Karminativa,,
G01AC01,,Diiodhydroxychinolin,,"0,2 g V"
D08AG04,,Diiodhydroxypropan,,
H03BX01,,Diiodtyrosin,,
A03AX02,,Diisopromin,,
C04AX37,,Diisopropylamin,,
C04BA05,,"Diisopropylamin, Kombinationen",,
N05BA05,,Dikaliumclorazepat,,20 mg O
C01DX10,,Dilazep,,"0,1 g O"
P01AC01,,Diloxanid,,"1,5 g O"
C05AE03,,Diltiazem,,
C08DB01,,Diltiazem,,"0,24 g O"
D01AE17,,Dimazol,,
R07AB08,,Dimeflin,,
R05DA11,,Dimemorfan,,
A04AB02,,Dimenhydrinat,,"0,275 g O; 0,2 g R "
R06AA11,,Dimenhydrinat,,"0,3 g O,R "
A04AB52,,"Dimenhydrinat, Kombinationen",,
V03AB09,,Dimercaprol,,
N06AA18,,Dimetacrin,,"0,15 g O"
R05DB28,,Dimethoxanat,,
V03AB27,,4-Dimethylaminophenol,,Standarddosis: 1 DE P 
A03AC02,,Dimethylaminopropionylphenothiazin,,
P03BX05,,Dimethylcarbat,,
D05BX02,,Dimethylfumarat,,"0,36 g O "
L04AX07,,Dimethylfumarat,,"0,48 g O"
P03BX02,,Dimethylphthalat,,
G04BX13,,Dimethylsulfoxid,,
M02AX03,,Dimethylsulfoxid,,
M02AX53,,"Dimethylsulfoxid, Kombinationen",,
M03AA04,,Dimethyltubocurarin,,
D02AA01,,Dimeticon,,
P03AX05,,Dimeticon,,
D04AA13,,Dimetinden,,
R01AC09,,Dimetinden,,
R06AB03,,Dimetinden,,4 mg O; 4 mg P 
C01CA12,,Dimetofrin,,
N02CX05,,Dimetotiazin,,
B05XA14,,Dinatrium-1-glycerophosphat,,Standarddosis: 1 DE P 
G02AD01,,Dinoprost,,25 mg P
G02AD02,,Dinoproston,,"0,5 mg O,V"
L01XC16,,Dinutuximab beta,,"2,6 mg P Kinder DDD "
V08AA10,,Diodon,,
A07BC05,,Diosmectit,,9 g O
A07BC55,,"Diosmectit, Kombinationen",,
C05BZ04,,Diosmin,,
C05CA03,,Diosmin,,
C05CA53,,"Diosmin, Kombinationen",,
C05AX14,,Dioxopromethazin,,
D04AA40,,Dioxopromethazin,,
R06AD10,,Dioxopromethazin,,
A03AB15,,Diphemanil,,
A03CA08,,Diphemanil und Psycholeptika,,
B01AA10,,Diphenadion,,
A04AB05,,Diphenhydramin,,
D04AA32,,Diphenhydramin,,
N01BX06,,Diphenhydramin,,Standarddosis: 1 DE U 
N05CM20,,Diphenhydramin,,50 mg O 
R06AA02,,Diphenhydramin,,"0,2 g O,R Chlorid; 0,3 g O,R Teoclat"
S01GX16,,Diphenhydramin,,
A04AB55,,"Diphenhydramin, Kombinationen",,
D04AA82,,"Diphenhydramin, Kombinationen",,
N05CX07,,"Diphenhydramin, Kombinationen",,
R06AA52,,"Diphenhydramin, Kombinationen",,
D04AA33,,Diphenhydraminmethylbromid,,
A07DA01,,Diphenoxylat,,15 mg O
A07DA51,,"Diphenoxylat, Kombinationen",,
D04AA39,,Diphenylpyralin,,
R01AX11,,Diphenylpyralin,,
R06AA07,,Diphenylpyralin,,10 mg O
R06AA57,,"Diphenylpyralin, Kombinationen",,
J06AA01,,Diphtherie-Antitoxin,,
J07CA06,,Diphtherie-Haemophilus influenzae B-Pertussis-Poliomyelitis-Tetanus,,Standarddosis: 1 DE P 
J07CA09,,"Diphtherie-Haemophilus influenzae B-Pertussis-Poliomyelitis-
Tetanus-Hepatitis B",,Standarddosis: 1 DE P 
J07CA11,,"Diphtherie-Haemophilus influenzae B-Pertussis-Tetanus-
Hepatitis B",,
J07CA13,,"Diphtherie-Haemophilus influenzae B-Pertussis-Tetanus-
Hepatitis B-Meningokokken  A + C",,
J07CA05,,Diphtherie-Hepatitis B-Pertussis-Tetanus,,
J07CA07,,Diphtherie-Hepatitis B-Tetanus,,
J06BB10,,Diphtherie-Immunglobulin,,
J07CA02,,Diphtherie-Pertussis-Poliomyelitis-Tetanus,,Standarddosis: 1 DE P 
J07CA12,,Diphtherie-Pertussis-Poliomyelitis-Tetanus-Hepatitis B,,
J07CA01,,Diphtherie-Poliomyelitis-Tetanus,,Standarddosis: 1 DE P 
J07CA03,,Diphtherie-Röteln-Tetanus,,
J07AF01,,Diphtherie-Toxoid,,Standarddosis: 1 DE P 
N05CX06,,"Dipiperonylaminoethanol, Kombinationen",,
A03AX33,,Dipiproverin,,
S01EA02,,Dipivefrin,,"0,2 ml AT "
S01EA52,,"Dipivefrin, Kombinationen",,
R03DA01,,Diprophyllin,,"1 g O,P,R"
R03DA51,,"Diprophyllin, Kombinationen",,
R03DB01,,Diprophyllin und Sympathomimetika,,
B01AC07,,Dipyridamol,,"0,4 g O; 0,2 g P"
C01DX29,,Dipyridamol,,
C01DX79,,"Dipyridamol, Kombinationen",,
B01AC36,,Dipyridamol und Acetylsalicylsäure,,"0,4 g O bezogen auf Dipyridamol "
N02BA09,,Dipyrocetyl,,3 g O
N02BA59,,"Dipyrocetyl, Kombinationen exkl. Psycholeptika",,
N02BA79,,"Dipyrocetyl, Kombinationen mit Psycholeptika",,
M01BA02,,Dipyrocetyl und Corticosteroide,,
J01FA13,,Dirithromycin,,"0,5 g O"
L04AX09,,Diroximelfumarat,,
C01BA03,,Disopyramid,,"0,4 g O,P"
N01AX13,,Distickstoffmonoxid,,
N01AX63,,"Distickstoffmonoxid, Kombinationen",,
N07AA03,,Distigmin,,"5 mg O; 0,25 mg P"
N07BB01,,Disulfiram,,"0,2 g O"
P03AA04,,Disulfiram,,
P03AA54,,"Disulfiram, Kombinationen",,
B01AC01,,Ditazol,,
D05AC01,,Dithranol,,
D05AC51,,"Dithranol, Kombinationen",,
P03AA01,,Dixanthogen,,
N05AB01,,Dixyrazin,,50 mg O; 30 mg P
R03AA52,,"DL-Ephedrin, Kombinationen",,
V03AB43,,DMPS,,
C01CA07,,Dobutamin,,"0,5 g P"
L01CD02,,Docetaxel,,"6,43 mg P "
D06BB11,,Docosanol,,50 mg T 
A06AA02,,Docusat-Natrium,,"0,15 g O"
S02DC02,,Docusat-Natrium,,
A06AG10,,"Docusat-Natrium, inkl. Kombinationen",,Standarddosis: 1 DE R 
D08AJ59,,"Dodecloniumbromid, Kombinationen",,
C01BD04,,Dofetilid,,
A04AA04,,Dolasetron,,"0,2 g O; 0,1 g P"
J05AJ03,,Dolutegravir,,50 mg O
J05AR21,,Dolutegravir und Rilpivirin,,Standarddosis: 1 DE O 
R05CB08,,Domiodol,,
A01AB06,,Domiphen,,3 mg O
A03FA03,,Domperidon,,"30 mg O,P; 0,12 g R"
N06DA02,,Donepezil,,"7,5 mg O"
N06DA53,,"Donepezil, Memantin und Ginkgo-biloba-Blätter-Trockenextrakt",,
N06DA52,,Donepezil und Memantin,,
C01CA04,,Dopamin,,"0,5 g P"
C01CA14,,Dopexamin,,"0,5 g P"
J05AG06,,Doravirin,,"0,1 g O"
J01DH04,,Doripenem,,"1,5 g P"
R05CB13,,Dornase alfa (Desoxyribonuclease),,"2,5 mg Inhal.lösung"
S01EC03,,Dorzolamid,,"0,3 ml AT"
L01XC40,,Dostarlimab,,
N06AA16,,Dosulepin,,"0,15 g O"
N06CA10,,Dosulepin und Psycholeptika,,
M03AC07,,Doxacuriumchlorid,,
R07AB01,,Doxapram,,"0,4 g P"
C02CA04,,Doxazosin,,4 mg O
G04CA05,,Doxazosin,,6 mg O 
N05CD12,,Doxefazepam,,
D04AX01,,Doxepin,,
N06AA12,,Doxepin,,"0,1 g O,P"
H05BX03,,Doxercalciferol,,
R03DA11,,Doxofyllin,,"0,8 g O,P"
L01DB01,,Doxorubicin,,5 mg P; 3 mg P pegylierte liposomale Form; Standarddosis: 1 DE U 
A01AB22,,Doxycyclin,,
J01AA02,,Doxycyclin,,"0,1 g O,P"
R05GA01,,"Doxycyclin, Kombinationen",,"0,1 g O,P bezogen auf Doxycyclin "
R05GB51,,"Doxycyclin, Kombinationen",,"0,1 g O,P bezogen auf Doxycyclin "
R05GB01,,Doxycyclin mit Ambroxol,,"0,1 g O,P bezogen auf Doxycyclin "
N05CM27,,Doxylamin,,"37,5 mg O "
R06AA09,,Doxylamin,,25 mg O
A04AB56,,"Doxylamin, Kombinationen",,
R06AA59,,"Doxylamin, Kombinationen",,
M09AX04,,Drisapersen,,
A03EA05,,"Drofenin, Kombinationen",,
A03DA12,,Drofenin und Analgetika,,
A04AD10,,Dronabinol,,
C01BD07,,Dronedaron,,"0,8 g O"
N05AD08,,Droperidol,,"2,5 mg P"
R05DB19,,Dropropizin,,
G03AC10,,Drospirenon,,
G03AA18,,Drospirenon und Estetrol,,
G03FA17,,Drospirenon und Estrogen,,"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03AA12,,Drospirenon und Ethinylestradiol,,"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
A03AD02,,Drotaverin,,"0,1 g O,P"
B01AD10,,Drotrecogin alfa (aktiviert),,40 mg P
M01AC04,,Droxicam,,
C01CA27,,Droxidopa,,1 g O
R05DB17,,Droxypropin,,
A10BJ05,,Dulaglutid,,"0,16 mg P"
G04BX18,,Duloxetin,,80 mg O 
N06AX21,,Duloxetin,,60 mg O
A06AA03,,Dünnflüssiges Paraffin,,
D11AH05,,Dupilumab,,"21,4 mg P"
L01XC28,,Durvalumab,,50 mg P 
G04CB02,,Dutasterid,,"0,5 mg O"
L01EM04,,Duvelisib,,50 mg O 
N01BX02,,Dyclonin,,Standarddosis: 1 DE P 
R02AD04,,Dyclonin,,
G03DB01,,Dydrogesteron,,10 mg O
G03FA14,,Dydrogesteron und Estrogen,,Zykluspackung mit 28 Tabletten 1 DE O 
G03FB08,,Dydrogesteron und Estrogen,,Zykluspackung mit 28 Tabletten 1 DE O 
V10AX03,,(165Dy)Dysprosiumkolloid,,
E,,,,
R06AX22,,Ebastin,,10 mg O
D01AC17,,Eberconazol,,
J07BX02,,Ebola-Impfstoffe,,
B06AC03,,Ecallantid,,
D03AH02,,Echinacea,,
L03AH02,,Echinacea angustifolia,,
R05XH51,,"Echinacea angustifolia, Kombinationen",,
L03AH01,,Echinacea purpurea,,
L03AP03,,Echinacea-angustifolia-Wurzel und -Kraut,,
L03AP53,,"Echinacea-angustifolia-Wurzel und -Kraut, Kombinationen",,
D03AP07,,Echinaceakraut,,
D03AP57,,"Echinaceakraut, Kombinationen",,
L03AP02,,Echinacea-pallida-Wurzel,,"0,9 g O Droge "
L03AP52,,"Echinacea-pallida-Wurzel, Kombinationen",,
L03AP01,,Echinacea-purpurea-Presssaft,,"0,3 g O Trockenpresssaft; 7,5 ml O Presssaft "
R01AP02,,Echinacea-purpurea-Presssaft,,
L03AP51,,"Echinacea-purpurea-Presssaft, Kombinationen",,
D01AC03,,Econazol,,
G01AF05,,Econazol,,"0,1 g V"
D01AC53,,"Econazol, Kombinationen",,
G01AF55,,"Econazol, Kombinationen",,
S01EB03,,Ecothiopat,,"0,2 ml AT"
L04AA25,,Eculizumab,,64 mg P
N07XX14,,Edaravon,,
V03AB03,,Edetate,,
B01AF03,,Edoxaban,,60 mg O
D06BB09,,Edoxudin,,
L01XC01,,Edrecolomab,,
V04CX07,,Edrophonium,,
L04AA21,,Efalizumab,,10 mg P
L01XD06,,Efaproxiral,,
J05AG03,,Efavirenz,,"0,6 g O"
R05CP02,,Efeublätter,,"0,3 g O Droge "
D01AC19,,Efinaconazol,,
D11AX16,,Eflornithin,,
P01CX03,,Eflornithin,,
C01DX13,,Efloxat,,"0,2 g O"
B02BD32,,Efmoroctocog alfa,,1 TSD E P 
B02BD34,,Eftrenonacog alfa,,400 E P 
R05CA05,,Eibischwurzel*,,"1,6 g O Wurzel"
R05DP05,,Eibischwurzel und -blätter,,
A07XP03,,Eichenrinde,,
A02AD01,,Einfache Salzkombinationen**,,Standarddosis: 10 Tabletten oder 50 ml Mixtur
A02AF02,,Einfache Salzkombinationen und Karminativa,,
B03AE02,,"Eisen, Multivitamine und Folsäure",,
B03AE04,,"Eisen, Multivitamine und Mineralstoffe",,
B03AE03,,Eisen und Multivitamine,,
B03AE01,,"Eisen, Vitamin B12 und Folsäure",,
B03AD01,,Eisen-Aminosäure-Komplex,,
B03AA10,,Eisen(II)ascorbat,,"0,2 g O Fe2+"
B03AA09,,Eisen(II)aspartat,,"0,2 g O Fe2+"
B03AA04,,Eisen(II)carbonat,,"0,2 g O Fe2+"
B03AA05,,Eisen(II)chlorid,,"0,2 g O Fe2+"
B03AA02,,Eisen(II)fumarat,,"0,2 g O Fe2+"
B03AD02,,Eisen(II)fumarat,,
B03AA03,,Eisen(II)gluconat,,"0,2 g O Fe2+"
B03AD05,,Eisen(II)gluconat,,
B03AA01,,Eisen(II)glycinsulfat,,"0,2 g O Fe2+"
B03AD06,,Eisen(II)glycinsulfat,,"0,1 g O Fe2+ "
B03AB08,,Eisen(III)acetyltransferrin,,
V03AE08,,Eisen(III)citrat,,6 g O
V09XX04,,(59Fe)Eisen(III)citrat,,
B03AC08,,Eisen(III)-Derisomaltose,,"0,1 g P Fe3+ "
V03AB31,,Eisen(III)hexacyanoferrat(II),,
B03AB04,,Eisen(III)hydroxid,,
B03AC06,,Eisen(III)hydroxid-Dextran-Komplex,,"0,1 g P Fe3+ "
B03AB05,,Eisen(III)hydroxid-Polymaltose-Komplex,,90 mg O Fe3+
B03AC01,,Eisen(III)hydroxid-Polymaltose-Komplex,,"0,1 g P Fe3+ "
B03AD04,,Eisen(III)hydroxid-Polymaltose-Komplex,,
B03AB10,,Eisen(III)-maltol,,60 mg O Fe3+
B03AB01,,Eisen(III)natriumcitrat,,"0,75 g O Fe3+"
B03AC07,,Eisen(III)natrium-Gluconat-Komplex,,"0,1 g P Fe3+ "
B03AA11,,Eisen(II)iodat,,"0,2 g O Fe2+"
V03AE05,,Eisen(III)oxidhydroxid-Saccharose-Stärke-Komplex,,"1,5 g O bezogen auf Eisen"
B03AB02,,Eisen(III)oxid-Saccharose-Komplex,,"0,11 g O Fe3+"
B03AC02,,Eisen(III)oxid-Saccharose-Komplex,,"0,1 g P Fe3+ "
B03AB09,,Eisen(III)proteinsuccinylat,,80 mg O Fe3+
B03AC05,,Eisen(III)sorbit-Gluconsäure-Komplex,,"0,1 g P Fe3+ "
B03AC03,,Eisen(III)sorbit-Zitronensäure-Komplex,,"0,1 g P Fe3+ "
B03AA12,,Eisen(II)natriumcitrat,,
B03AA13,,Eisen(II)polystyrol-sulfonat,,"0,2 g O Fe2+ "
B03AA06,,Eisen(II)succinat,,"0,2 g O Fe2+"
B03AA07,,Eisen(II)sulfat,,"0,2 g O Fe2+"
B03AD03,,Eisen(II)sulfat,,"0,1 g O Fe2+ "
B03AA08,,Eisen(II)tartrat,,"0,2 g O Fe2+"
V08CB03,,"Eisenoxid, Nanopartikel",,Standarddosis: 1 DE P 
H01CC03,,Elagolix,,
L03AX21,,Elapegademase,,
J05AP10,,Elbasvir,,50 mg O
J05AP54,,Elbasvir und Grazoprevir,,Standarddosis: 1 DE O 
H05BA04,,Elcatonin,,
B05BB01,,Elektrolyte,,Standarddosis: 1 DE P 
B05BB04,,Elektrolyte in Kombination mit anderen Mitteln,,Standarddosis: 1 DE P 
B05XA31,,Elektrolyte in Kombination mit anderen Mitteln,,Standarddosis: 1 DE P 
B05BB02,,Elektrolyte mit Kohlenhydraten,,Standarddosis: 1 DE P 
A07CA50,,"Elektrolyte zur oralen Rehydrierung, Kombinationen",,
N02CC06,,Eletriptan,,40 mg O
A13AP01,,Eleutherococcuswurzel,,
A16AX10,,Eliglustat,,"0,168 g O"
A16AB12,,Elosulfase alfa,,20 mg P; 7 mg P Kinder DDD 
L01XC23,,Elotuzumab,,50 mg P 
B02BX05,,Eltrombopag,,50 mg O
A07DA06,,Eluxadolin,,"0,2 g O"
J05AJ02,,Elvitegravir,,
L04AA39,,Emapalumab,,
S01GX06,,Emedastin,,
G04BD01,,Emepronium,,"0,5 g O; 75 mg P"
N05CX05,,"Emepronium, Kombinationen",,
A03CA30,,Emepronium und Psycholeptika,,
P01AX02,,Emetin,,60 mg P
P01AX52,,"Emetin, Kombinationen",,
B02BX06,,Emicizumab,,15 mg P
A10BK03,,Empagliflozin,,"17,5 mg O"
L03AA16,,Empegfilgrastim,,
R01AX28,,Emser Salz,,
R02AX09,,Emser Salz,,
R04AX01,,Emser Salz,,
R05CA22,,Emser Salz,,
R02AX59,,"Emser Salz, Kombinationen",,
J05AF09,,Emtricitabin,,"0,2 g O"
J05AR22,,"Emtricitabin, Tenofoviralafenamid, Darunavir und Cobicistat",,Standarddosis: 1 DE O 
J05AR18,,"Emtricitabin, Tenofoviralafenamid, Elvitegravir und Cobicistat",,Standarddosis: 1 DE O 
J05AR20,,"Emtricitabin, Tenofoviralafenamid und Bictegravir",,Standarddosis: 1 DE O 
J05AR19,,"Emtricitabin, Tenofoviralafenamid und Rilpivirin",,Standarddosis: 1 DE O 
J05AR09,,"Emtricitabin, Tenofovirdisoproxil, Elvitegravir und Cobicistat",,Standarddosis: 1 DE O 
J05AR06,,"Emtricitabin, Tenofovirdisoproxil und Efavirenz",,Standarddosis: 1 DE O 
J05AR08,,"Emtricitabin, Tenofovirdisoproxil und Rilpivirin",,Standarddosis: 1 DE O 
J05AR17,,Emtricitabin und Tenofoviralafenamid,,Standarddosis: 1 DE O 
N05BC03,,Emylcamat,,"0,9 g O"
C09AA02,,Enalapril,,"10 mg O,P"
C09BA02,,Enalapril und Diuretika,,
